0,1
0142004-O15,3.5123
0142004-O23,3.1789
0142004-O27,3.0073
0142004-O25,3.144
0142004-O24,3.5529
0142004-O3,3.214
0142004-O11,3.0625
0142004-O19,3.6432
0142004-O14,3.5742
0142004-O6,3.3139
0142004-O17,3.2363
0142004-O22,3.0089
0142004-O21,3.2641
0011580-O2,3.5181
0011580-O1,3.7345
0012370-O1,5.1318
0289832-O2,6.5135
0289832-O1,6.424
0009921-O1,4.052
0108321-O3,6.4249
0108321-O2,6.3778
0108321-O1,5.8592
0112334-O3,5.8786
0112334-O5,5.658
0112334-O2,6.2371
0112334-O4,6.1246
0112334-O1,6.5839
0109668-O3,3.9393
0109668-O2,4.4242
0109668-O4,3.7667
0109668-O1,4.5724
0009596-O1,6.9863
0111567-O6,5.7906
0111567-O3,5.684
0111567-O11,5.8706
0111567-O10,5.7207
0111567-O12,6.1468
0111567-O13,5.5873
0111567-O9,6.2802
0111567-O1,5.9762
0111567-O7,6.0004
0111567-O4,5.7062
0111567-O2,5.71
0111567-O5,5.7495
0111567-O14,5.9513
0111567-O8,5.9466
0290198-O2,5.4903
0010731-O1,5.9328
0159544-O1,0.934
0188731-O3,3.9641
0188731-O2,4.2238
0188731-O4,3.7609
0188731-O1,3.3297
0107855-O6,6.2626
0107855-O3,6.3502
0107855-O5,6.5428
0107855-O2,6.1511
0107855-O4,6.5272
0107855-O7,6.1399
0107855-O1,6.6404
0107855-O9,6.3765
0107855-O8,6.1143
0155205-O2,2.5041
0155205-O1,2.4751
0009491-O1,6.2195
0011233-O1,4.1736
0108699-O5,6.0716
0108699-O2,5.2112
0108699-O4,5.3589
0108699-O1,5.435
icsd16404-O2,5.9606
icsd16404-O1,4.9685
icsd427482-O3,6.6828
icsd427482-O2,6.5518
icsd427482-O4,6.5635
icsd427482-O1,6.8914
0290062-O2,6.3815
0290062-O1,6.2145
0188787-O2,4.5451
0188787-O1,4.5761
0011671-O1,2.0859
0115344-O7,1.2223
0115344-O10,0.8996
0115344-O3,0.2815
0115344-O8,1.1015
0115344-O5,1.0307
0115344-O2,0.5346
0115344-O4,0.4659
0115344-O6,1.2079
0115344-O1,0.5393
0115344-O9,1.2119
0009944-O2,3.4805
0009944-O1,3.6058
0109458-O6,5.4196
0109458-O3,5.454
0109458-O5,5.0833
0109458-O2,5.5618
0109458-O4,5.573
0109458-O7,5.2835
0109458-O1,5.8796
0109458-O9,5.9937
0109458-O8,5.0505
0151582-O3,6.3338
0151582-O2,5.9759
0151582-O4,5.6034
0151582-O1,5.8591
0179580-O2,5.5944
0179580-O1,2.1894
0289774-O2,5.7707
0289774-O1,5.7061
0170164-O6,2.4451
0170164-O3,2.1772
0170164-O5,3.0644
0170164-O2,3.2942
0170164-O4,3.6221
0170164-O1,2.204
0009808-O1,3.5343
0010021-O1,3.7973
