index,model,crystal_name,Oxy_site_label,Oxy_site_index,Oxy_vacancy_formation_energy,Oxy_vacancy_formation_energy_pre
76,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2InCuO4,O1,4,4.329447179999884,4.278545379638672
77,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2InCuO4,O1,5,4.329447179999884,4.278545379638672
78,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2InCuO4,O2,6,4.832203469999863,4.218146800994873
79,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2InCuO4,O2,7,4.832203469999863,4.218146800994873
80,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,12,6.192035470000414,6.468339920043945
81,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,13,6.192035470000414,6.468339920043945
82,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,14,6.192035470000414,6.468339920043945
83,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,15,6.192035470000414,6.468339920043945
84,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,16,6.192035470000414,6.468339920043945
85,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,17,6.192035470000414,6.468339920043945
86,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,18,6.192035470000414,6.468339920043945
87,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O2,19,6.192035470000414,6.468339920043945
88,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O3,20,6.018592530000101,6.445845603942871
89,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O3,21,6.018592530000101,6.445845603942871
90,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O4,22,6.05900371000042,6.455907821655273
91,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O4,23,6.05900371000042,6.455907821655273
92,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O4,24,6.05900371000042,6.455907821655273
93,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2Ti(SiO4)2,O4,25,6.05900371000042,6.455907821655273
94,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O1,12,6.6742841399999495,6.142764091491699
95,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O1,13,6.6742841399999495,6.142764091491699
96,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O1,14,6.6742841399999495,6.142764091491699
97,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O1,15,6.6742841399999495,6.142764091491699
98,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O2,16,6.696197500000048,6.141305446624756
99,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O2,17,6.696197500000048,6.141305923461914
100,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O2,18,6.696197500000048,6.141305923461914
101,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O2,19,6.696197500000048,6.141305923461914
102,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O3,20,6.70802487000004,6.144514560699463
103,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O3,21,6.70802487000004,6.144514560699463
104,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O3,22,6.70802487000004,6.144515037536621
105,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O3,23,6.70802487000004,6.144514560699463
106,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O4,24,6.610941970000008,6.153003692626953
107,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O4,25,6.610941970000008,6.153003692626953
108,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O4,26,6.610941970000008,6.153003692626953
109,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2TiO4,O4,27,6.610941970000008,6.153003692626953
110,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,20,5.972790009999594,6.095788478851318
111,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,28,5.972790009999594,6.095788478851318
112,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,30,5.972790009999594,6.095788478851318
113,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,33,5.972790009999594,6.095788478851318
114,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,34,5.972790009999594,6.095788478851318
115,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,42,5.972790009999594,6.095788478851318
116,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,44,5.972790009999594,6.095788478851318
117,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O1,47,5.972790009999594,6.095788478851318
118,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,21,6.019197599999993,6.09326171875
119,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,25,6.019197599999993,6.09326171875
120,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,27,6.019197599999993,6.09326171875
121,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,32,6.019197599999993,6.09326171875
122,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,35,6.019197599999993,6.09326171875
123,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,39,6.019197599999993,6.09326171875
124,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,41,6.019197599999993,6.09326171875
125,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O2,46,6.019197599999993,6.09326171875
126,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,22,6.282660789999577,6.096319198608398
127,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,23,6.282660789999577,6.096319198608398
128,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,29,6.282660789999577,6.096319198608398
129,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,31,6.282660789999577,6.096319198608398
130,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,36,6.282660789999577,6.096319198608398
131,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,37,6.282660789999577,6.096319198608398
132,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,43,6.282660789999577,6.096319198608398
133,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O3,45,6.282660789999577,6.096319198608398
134,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O4,24,6.435007479999863,6.093310356140137
135,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O4,26,6.435007479999863,6.093310356140137
136,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O4,38,6.435007479999863,6.093310356140137
137,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba2ZnSi2O7,O4,40,6.435007479999863,6.093310356140137
138,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,12,5.888209339999671,6.545993804931641
139,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,13,5.888209339999671,6.545993804931641
140,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,14,5.888209339999671,6.545993804931641
141,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,15,5.888209339999671,6.545993804931641
142,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,16,5.888209339999671,6.545993804931641
143,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O1,17,5.888209339999671,6.545993804931641
144,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,18,6.401922379999983,6.512564659118652
145,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,19,6.401922379999983,6.512564659118652
146,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,20,6.401922379999983,6.512564659118652
147,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,21,6.401922379999983,6.5125651359558105
148,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,22,6.401922379999983,6.5125651359558105
149,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,23,6.401922379999983,6.512564659118652
150,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,24,6.401922379999983,6.512564659118652
151,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,25,6.401922379999983,6.512564659118652
152,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,26,6.401922379999983,6.512564659118652
153,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,27,6.401922379999983,6.512564659118652
154,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,28,6.401922379999983,6.512564659118652
155,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba3SrNb2O9,O2,29,6.401922379999983,6.512564659118652
156,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba4Li(SbO4)3,O1,16,4.403944009999927,4.5388994216918945
157,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Ba4Li(SbO4)3,O1,23,4.403944009999927,4.538898944854736
