index,model,crystal_name,Oxy_site_label,Oxy_site_index,Oxy_vacancy_formation_energy,Oxy_vacancy_formation_energy_pre
470,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O1,48,6.766489970000189,7.153595924377441
471,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O1,53,6.766489970000189,7.153595924377441
472,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O1,54,6.766489970000189,7.153595924377441
473,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,25,6.844755980000068,7.155591011047363
474,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,30,6.844755980000068,7.15559196472168
475,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,33,6.844755980000068,7.155591011047363
476,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,35,6.844755980000068,7.155591011047363
477,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,41,6.844755980000068,7.155591011047363
478,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,46,6.844755980000068,7.155591011047363
479,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,49,6.844755980000068,7.155591011047363
480,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O2,51,6.844755980000068,7.155591011047363
481,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,26,6.860144059999934,7.153597831726074
482,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,27,6.860144059999934,7.153597831726074
483,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,28,6.860144059999934,7.153597831726074
484,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,29,6.860144059999934,7.153597831726074
485,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,42,6.860144059999934,7.153597831726074
486,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,43,6.860144059999934,7.153597831726074
487,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,44,6.860144059999934,7.153597831726074
488,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O3,45,6.860144059999934,7.153597831726074
489,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,31,7.178106530000045,7.156024932861328
490,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,34,7.178106530000045,7.156024932861328
491,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,36,7.178106530000045,7.156024932861328
492,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,39,7.178106530000045,7.156024932861328
493,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,47,7.178106530000045,7.156024932861328
494,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,50,7.178106530000045,7.156024932861328
495,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,52,7.178106530000045,7.156024932861328
496,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaAlBO4,O4,55,7.178106530000045,7.156024932861328
497,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,24,5.677942270000026,6.2348198890686035
498,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,33,5.677942270000026,6.2348198890686035
499,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,36,5.677942270000026,6.2348198890686035
500,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,37,5.677942270000026,6.2348198890686035
501,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,40,5.677942270000026,6.234819412231445
502,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,49,5.677942270000026,6.2348198890686035
503,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,52,5.677942270000026,6.2348198890686035
504,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O1,53,5.677942270000026,6.2348198890686035
505,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,25,7.011004410000064,6.241036415100098
506,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,27,7.011004410000064,6.241036415100098
507,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,28,7.011004410000064,6.241036415100098
508,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,38,7.011004410000064,6.241036415100098
509,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,41,7.011004410000064,6.241036415100098
510,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,43,7.011004410000064,6.241036415100098
511,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,44,7.011004410000064,6.241036415100098
512,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O2,54,7.011004410000064,6.241036415100098
513,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,26,4.482450480000248,6.223300933837891
514,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,30,4.482450480000248,6.223300457000732
515,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,31,4.482450480000248,6.223300933837891
516,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,35,4.482450480000248,6.223300933837891
517,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,42,4.482450480000248,6.223300933837891
518,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,46,4.482450480000248,6.223300933837891
519,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,47,4.482450480000248,6.223300933837891
520,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O3,51,4.482450480000248,6.223300933837891
521,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,29,5.739441990000055,6.234018802642822
522,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,32,5.739441990000055,6.234018802642822
523,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,34,5.739441990000055,6.234018802642822
524,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,39,5.739441990000055,6.234018802642822
525,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,45,5.739441990000055,6.234018802642822
526,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,48,5.739441990000055,6.234018802642822
527,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,50,5.739441990000055,6.234018802642822
528,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaGaBO4,O4,55,5.739441990000055,6.234018802642822
529,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,24,5.04011231999983,4.230563163757324
530,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,25,5.04011231999983,4.230563163757324
531,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,26,5.04011231999983,4.230563163757324
532,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,27,5.04011231999983,4.230563163757324
533,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,28,5.04011231999983,4.230563163757324
534,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,29,5.04011231999983,4.230563163757324
535,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,30,5.04011231999983,4.230563163757324
536,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,31,5.04011231999983,4.230563163757324
537,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,32,5.04011231999983,4.230563163757324
538,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,33,5.04011231999983,4.230563163757324
539,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,34,5.04011231999983,4.230563163757324
540,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,35,5.04011231999983,4.230563163757324
541,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,36,5.04011231999983,4.230563163757324
542,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,37,5.04011231999983,4.230563163757324
543,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,38,5.04011231999983,4.230563163757324
544,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,39,5.04011231999983,4.230563640594482
545,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,40,5.04011231999983,4.230563163757324
546,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,41,5.04011231999983,4.230563640594482
547,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,42,5.04011231999983,4.230563640594482
548,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,43,5.04011231999983,4.230563163757324
549,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,44,5.04011231999983,4.230563163757324
550,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,45,5.04011231999983,4.230563640594482
551,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,46,5.04011231999983,4.230563640594482
552,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,47,5.04011231999983,4.230563163757324
553,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,48,5.04011231999983,4.230563163757324
554,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,49,5.04011231999983,4.230563163757324
555,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,50,5.04011231999983,4.230563163757324
556,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,51,5.04011231999983,4.230563163757324
557,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,52,5.04011231999983,4.230563640594482
558,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,53,5.04011231999983,4.230563163757324
559,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,54,5.04011231999983,4.230563640594482
560,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CaIn2O4,O1,55,5.04011231999983,4.230563163757324
561,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,12,3.709310109999942,4.216540336608887
562,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,13,3.709310109999942,4.216540336608887
563,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,14,3.709310109999942,4.216540336608887
564,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,15,3.709310109999942,4.216540336608887
565,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,16,3.709310109999942,4.216540336608887
566,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,17,3.709310109999942,4.216540336608887
567,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,18,3.709310109999942,4.216540336608887
568,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O1,19,3.709310109999942,4.216540336608887
569,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O2,20,3.873096839999912,4.193901062011719
570,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O2,21,3.873096839999912,4.193901062011719
571,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O2,22,3.873096839999912,4.193901062011719
572,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O2,23,3.873096839999912,4.193901062011719
573,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O3,24,3.681536439999954,4.195639133453369
574,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O3,25,3.681536439999954,4.195639133453369
575,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O3,26,3.681536439999954,4.195639133453369
576,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cd2GeO4,O3,27,3.681536439999954,4.195639133453369
577,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,12,2.186673240000013,2.461996555328369
578,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,13,2.186673240000013,2.461996555328369
579,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,14,2.186673240000013,2.46199631690979
580,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,18,2.186673240000013,2.461996078491211
581,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,19,2.186673240000013,2.46199631690979
582,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,20,2.186673240000013,2.46199631690979
583,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,24,2.186673240000013,2.461996078491211
584,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,25,2.186673240000013,2.461996078491211
585,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O1,26,2.186673240000013,2.461996078491211
586,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,15,2.239173480000213,2.485586166381836
587,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,16,2.239173480000213,2.485586166381836
588,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,17,2.239173480000213,2.485586166381836
589,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,21,2.239173480000213,2.485586166381836
590,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,22,2.239173480000213,2.485586166381836
591,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,23,2.239173480000213,2.485586166381836
592,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,27,2.239173480000213,2.485585927963257
593,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,28,2.239173480000213,2.485585927963257
594,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CdBiO3,O2,29,2.239173480000213,2.485586166381836
595,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2SrV4O12,O2,15,5.871926770000082,6.264360427856445
596,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2SrV4O12,O2,16,5.871926770000082,6.264360427856445
597,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2SrV4O12,O2,17,5.871926770000082,6.264360427856445
598,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2SrV4O12,O2,18,5.871926770000082,6.264359951019287
599,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,12,6.410125720000005,6.604432106018066
600,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,13,6.410125720000005,6.604432106018066
601,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,14,6.410125720000005,6.604432106018066
602,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,15,6.410125720000005,6.604432106018066
603,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,16,6.410125720000005,6.604432106018066
604,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,17,6.410125720000005,6.604432106018066
605,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,18,6.410125720000005,6.604432582855225
606,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,19,6.410125720000005,6.604432106018066
607,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,20,6.410125720000005,6.604432106018066
608,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,21,6.410125720000005,6.604432106018066
609,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,22,6.410125720000005,6.604432582855225
610,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O1,23,6.410125720000005,6.604432106018066
611,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,24,6.408253909999994,6.6072235107421875
612,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,25,6.408253909999994,6.6072235107421875
613,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,26,6.408253909999994,6.6072235107421875
614,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,27,6.408253909999994,6.6072235107421875
615,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,28,6.408253909999994,6.6072235107421875
616,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs2Zr(SiO3)3,O2,29,6.408253909999994,6.6072235107421875
617,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O1,16,6.003346330000008,6.559351921081543
618,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O1,20,6.003346330000008,6.559351921081543
619,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O1,21,6.003346330000008,6.559351921081543
620,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O1,22,6.003346330000008,6.559351921081543
621,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O2,17,6.672025369999924,6.564301490783691
622,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O2,18,6.672025369999924,6.564301490783691
623,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O2,23,6.672025369999924,6.564301490783691
624,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O2,26,6.672025369999924,6.564301490783691
625,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O3,19,6.088086709999979,6.561833381652832
626,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O3,24,6.088086709999979,6.56183385848999
627,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O3,25,6.088086709999979,6.561833381652832
628,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,Cs3AlO3,O3,27,6.088086709999979,6.561833381652832
629,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CsAgO,O1,16,3.621537939999948,3.5861995220184326
630,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CsAgO,O1,17,3.621537939999948,3.5861995220184326
631,.\result_GPU\split_by_compounds\0\trainloss0.3137366980547323_testmaeloss0.5238281972917582_modeldict.pth,CsAgO,O1,18,3.621537939999948,3.5861995220184326
