split_type,fold,train_loss,test_loss
split_by_elements,Ge,1.061183172179483,1.112412805121059
split_by_elements,In,1.0577713031899494,0.7139897065342597
split_by_elements,Sb,1.069528476667762,0.8096134855760543
split_by_elements,Pt,1.0350305100122954,0.77265289579119
split_by_elements,Zr,1.0178612826512259,1.6551177682964484
split_by_elements,Cs,1.0261450338749547,0.8987592504574702
split_by_elements,K,1.0605729147899499,0.8716184851461953
split_by_elements,Si,1.0959910514012539,1.3461409062718066
