,train_loss,test_loss_mae,learning_rate
0,1.1673425678387928,None,0.001
1,0.9926511818147762,0.7877355685105195,0.001
2,0.8639465548761603,0.7833380409189172,0.001
3,0.8003177851181132,0.8164759218253433,0.001
4,0.7547101311688381,0.7992392740319929,0.001
5,0.7077016222498901,0.6489275450788493,0.001
6,0.665392732571293,0.6555373217608478,0.001
7,0.6466160272886948,0.6460767887734078,0.001
8,0.6257221961045053,0.6371490272901568,0.001
9,0.6065909680489118,0.646677607107514,0.001
10,0.6020968457836614,0.6245783886686883,0.001
11,0.5807778615207556,0.5967587176939193,0.001
12,0.5788069850372624,0.606900809730886,0.001
13,0.5688149834107901,0.6033020107400505,0.001
14,0.5543288158810072,0.5415434863702085,0.001
15,0.5480226001421521,0.5941561381412666,0.001
16,0.538369191970566,0.5700903961055109,0.001
17,0.5465733461249707,None,0.001
18,0.5413366868832489,None,0.001
19,0.5375977617206004,0.5300752324319882,0.001
20,0.5287466587518036,0.6188016705196672,0.001
21,0.5253273196688256,0.5407129649155263,0.001
22,0.5205742727253604,0.5256331567389373,0.001
23,0.5207551955822319,None,0.001
24,0.5109874320219246,0.6014475831235656,0.001
25,0.5074532867558158,0.5051424989536295,0.001
26,0.5054796807796004,0.49412236108240976,0.001
27,0.5026193475750271,0.5222917871334629,0.001
28,0.49992713592519306,0.512631115222153,0.001
29,0.49464489723186933,0.4773486571464257,0.001
30,0.49566638661261303,None,0.001
31,0.494975555336342,None,0.001
32,0.48394243462420244,0.5298716052451357,0.001
33,0.4858549826715311,None,0.001
34,0.4863937744739186,None,0.001
35,0.4820749243798108,0.624647619097473,0.001
36,0.481435178136515,0.48367375091487125,0.001
37,0.47973363149373704,0.5670577407761932,0.001
38,0.4801894730318543,None,0.001
39,0.4762798590024132,0.4867314070975751,0.001
40,0.47340450286190117,0.48516068470273027,0.001
41,0.47189189195126596,0.4691679501123452,0.001
42,0.4650552474910639,0.435572058621437,0.001
43,0.46705245885601904,None,0.001
44,0.4718605432668354,None,0.001
45,0.4715115674980366,None,0.001
46,0.4681414178000721,None,0.001
47,0.46181235532154363,0.4462265596342907,0.001
48,0.46109092026278026,0.484124104279558,0.001
49,0.46236269251746326,0.47100582491853604,0.001
50,0.467436954149119,None,0.001
51,0.4604847543927878,0.5308995891261745,0.001
52,0.4687179105318624,None,0.001
53,0.4702595299083181,None,0.001
54,0.4519930635162914,0.46007131768678855,0.001
55,0.4611865881649543,None,0.001
56,0.45560756016854403,None,0.001
57,0.45426636407686904,None,0.001
58,0.45585191803445696,None,0.001
59,0.45212023778557864,0.4419410908251488,0.001
60,0.4543093530682452,None,0.001
61,0.4064955764024095,0.47824012559520523,0.0005
62,0.40446840174961374,0.4282755438760106,0.0005
63,0.4028399778411592,0.4166167587847323,0.0005
64,0.39899547451467027,0.431105375289917,0.0005
65,0.3974935026364946,0.4279516911916709,0.0005
66,0.39485448518691213,0.457184049069735,0.0005
67,0.3933643292692115,0.4428737069816496,0.0005
68,0.392444299289496,0.4068384888131144,0.0005
69,0.39123028553057104,0.45892192544163884,0.0005
70,0.3907600862858705,0.4767901970654799,0.0005
71,0.3912574823628771,None,0.0005
72,0.3908547808171061,None,0.0005
73,0.3896653136821538,0.46046325205585004,0.0005
74,0.3934895790249434,None,0.0005
75,0.3881467429146489,0.38941231992379455,0.0005
76,0.38957890455941885,None,0.0005
77,0.3845474671392591,0.414737023358263,0.0005
78,0.3883310565947811,None,0.0005
79,0.3868479538736879,0.4052294650886217,0.0005
80,0.38469739829398547,None,0.0005
81,0.3882807503927367,None,0.0005
82,0.3920482473705572,None,0.0005
83,0.38488630750235664,None,0.0005
84,0.360404947586173,0.3940091592966778,0.00025
85,0.3589649645512222,0.4072683118192218,0.00025
86,0.35818091645450745,0.41689829392866656,0.00025
87,0.3583126814713411,None,0.00025
88,0.3556816964248718,0.4207499791714717,0.00025
89,0.3545478758082146,0.4094004721840711,0.00025
90,0.3550614437907744,None,0.00025
91,0.35607235119934544,None,0.00025
92,0.3511941749330926,0.40341740099745244,0.00025
93,0.3558090318959039,None,0.00025
94,0.34929733225395637,0.4192401085790311,0.00025
95,0.3554524937382201,None,0.00025
96,0.3547982306161751,None,0.00025
97,0.35026659940029364,None,0.00025
98,0.35219042373415804,None,0.00025
99,0.3540154652218803,0.3766868641686967,0.00025
100,0.35374698383383146,None,0.00025
101,0.33627601953770037,0.378202688488972,0.000125
102,0.33752589887470896,None,0.000125
103,0.3362096705298982,0.4100312370925922,0.000125
104,0.3360701455672301,0.38575209593011356,0.000125
105,0.3347071007613536,0.39005731452595105,0.000125
106,0.33693195073746024,None,0.000125
107,0.33440594698980075,0.3892412398019645,0.000125
108,0.33430574345517794,0.39309868443510165,0.000125
109,0.3366340837700752,0.4046524294471272,0.000125
110,0.33668750580218265,None,0.000125
111,0.3375338754200925,None,0.000125
112,0.33191693587798027,0.3990986309121809,0.0001
113,0.32754632867329453,0.40170465201066224,0.0001
114,0.32855323038475215,None,0.0001
115,0.3292792562374764,None,0.0001
116,0.3266408633750339,0.3886587145287516,0.0001
117,0.3299839310532637,None,0.0001
118,0.3283697470134401,None,0.0001
119,0.33083559752658326,0.40635603973847934,0.0001
120,0.32605882599352776,0.39971178638261423,0.0001
121,0.3303068946816505,None,0.0001
122,0.3262091325106777,None,0.0001
123,0.3271007031881656,None,0.0001
124,0.32804197530798446,None,0.0001
125,0.3262864195151115,None,0.0001
126,0.3280077924619362,None,0.0001
127,0.3245217644145498,0.39236639114211175,0.0001
128,0.32692105079294687,None,0.0001
129,0.3246821252428471,0.3936745971075147,0.0001
130,0.3238401014896319,0.42800549910168095,0.0001
131,0.3222722551749412,0.3833959656206923,0.0001
132,0.32519555614231904,None,0.0001
133,0.3245633430889742,None,0.0001
134,0.3226901483859824,None,0.0001
135,0.3233691555961205,None,0.0001
136,0.32807793732272084,None,0.0001
137,0.32622425046129805,None,0.0001
138,0.32321569269108197,None,0.0001
139,0.32298058768465077,0.3888740782655721,0.0001
140,0.32419373248414346,None,0.0001
141,0.3241276940272581,None,0.0001
142,0.31994475525768656,0.3821933297325997,0.0001
143,0.3236692267539024,None,0.0001
144,0.3204273326984634,None,0.0001
145,0.3218104542778552,None,0.0001
146,0.32154843051676946,None,0.0001
147,0.3214102634437763,None,0.0001
148,0.3214201820431731,None,0.0001
149,0.3189241169921133,0.3752251321619207,0.0001
