,train_loss,test_loss_mae,learning_rate
0,1.249291677810877,None,0.001
1,1.1520519762820314,1.2102010498375728,0.001
2,1.1402988004058594,1.2939904381488931,0.001
3,1.1296579069147714,1.2042197470007272,0.001
4,1.1290962907003987,1.2300109781067947,0.001
5,1.1233469405271699,1.2733765063614682,0.001
6,1.1202272013743308,1.2655669701510461,0.001
7,1.1209019836466025,None,0.001
8,1.1172452468098863,1.2118700286437725,0.001
9,1.1094391924991502,1.1979170299398487,0.001
10,1.1142539780665561,None,0.001
11,1.106878814100724,1.195245358121806,0.001
12,1.104330517481601,1.2171628975046092,0.001
13,1.1055409257089919,None,0.001
14,1.1030643072352495,1.269962612184985,0.001
15,1.1001750263765337,1.2064361467032596,0.001
16,1.0993509527396712,1.210469931158526,0.001
17,1.1009483235701114,None,0.001
18,1.1010334952207554,None,0.001
19,1.0983408185647046,1.1800178490013913,0.001
20,1.098254021447171,1.1894936155450755,0.001
21,1.093896561820437,1.1851576425289285,0.001
22,1.093817007781303,1.1968366218435353,0.001
23,1.090425065801991,1.1772860836160595,0.001
24,1.0909862028817676,None,0.001
25,1.0881679072929074,1.184432321827987,0.001
26,1.0865751674136048,1.1772095832331426,0.001
27,1.0876027319712147,None,0.001
28,1.0836033292794311,1.169981153833455,0.001
29,1.0799342400509964,1.1912245003108322,0.001
30,1.086041312317532,None,0.001
31,1.0908587784401937,None,0.001
32,1.0824181067723733,None,0.001
33,1.084711057935012,None,0.001
34,1.0839080346306014,None,0.001
35,1.0793448467748983,1.169383637411841,0.001
36,1.0619644502762406,1.1797316762496686,0.0005
37,1.0660252030911013,None,0.0005
38,1.0580164126669336,1.1636056650918105,0.0005
39,1.0609261697957555,1.1616226440462574,0.0005
40,1.0624432934095027,None,0.0005
41,1.0584054953296589,None,0.0005
42,1.057742397469091,1.1505572763804732,0.0005
43,1.053217517683961,1.146762541820263,0.0005
44,1.0549535287894132,None,0.0005
45,1.0543421952307352,None,0.0005
46,1.0492294790994727,1.1424648184611879,0.0005
47,1.0533836564365704,None,0.0005
48,1.0486423897077761,1.1282164239883423,0.0005
49,1.051513270358149,1.1625637093905745,0.0005
50,1.0476918083069866,1.1862168130381354,0.0005
51,1.0512521112058266,None,0.0005
52,1.050268359270617,None,0.0005
53,1.0486411830380344,None,0.0005
54,1.0462229952679103,1.1406867881478935,0.0005
55,1.049081634457156,None,0.0005
56,1.0500365378928356,None,0.0005
57,1.0391037100909022,1.1371978904461038,0.0005
58,1.0467924205918984,None,0.0005
59,1.044298028387408,1.1357560415925652,0.0005
60,1.0449593313747634,None,0.0005
61,1.0491305699893496,None,0.0005
62,1.0425203668455247,None,0.0005
63,1.0411869120530501,None,0.0005
64,1.0301045237199118,1.1143356859272924,0.00025
65,1.0322929080151744,None,0.00025
66,1.0325957251003086,None,0.00025
67,1.0299089484227457,1.1262549813862504,0.00025
68,1.032525448362224,None,0.00025
69,1.030151236837618,1.1568308299985426,0.00025
70,1.0270270683139955,1.1095560571243024,0.00025
71,1.0257313570561926,1.1231737794547245,0.00025
72,1.0218286794827098,1.1273665872935592,0.00025
73,1.022403923206342,None,0.00025
74,1.0229291332819708,None,0.00025
75,1.0269270795071752,None,0.00025
76,1.0189324240091135,1.1113715804856399,0.00025
77,1.0205267060038694,None,0.00025
78,1.0210714353875754,None,0.00025
79,1.0239630032167975,1.131073667674229,0.00025
80,1.0243080656658001,None,0.00025
81,1.0208480755521088,None,0.00025
82,1.0200610166472204,None,0.00025
83,1.0134070764488705,1.124551278393844,0.000125
84,1.0131578041699503,1.1243503314051135,0.000125
85,1.0165790040482316,None,0.000125
86,1.0125845624850347,1.1236457084787304,0.000125
87,1.009041619223601,1.1485370548840226,0.000125
88,1.0134682503921444,None,0.000125
89,1.0162418418240362,1.1259365764157525,0.000125
90,1.0113614390292107,None,0.000125
91,1.0094175321019196,None,0.000125
92,1.0059268501316279,1.1174895527445037,0.000125
93,1.005963002779809,None,0.000125
94,1.0081887767251136,None,0.000125
