,train_loss,test_loss_mae,learning_rate
0,1.2980226369636083,None,0.001
1,1.2296407653886414,0.536529361728638,0.001
2,1.1834787101618767,0.8798447161439865,0.001
3,1.178297436007769,0.7128989530934228,0.001
4,1.1713168719000484,0.6601739341304416,0.001
5,1.17006748080683,0.8211920682399992,0.001
6,1.1724862975323092,None,0.001
7,1.1681831306485002,0.7171945879383693,0.001
8,1.163384015027028,0.8241964006234729,0.001
9,1.1678204606133638,0.8694275442569975,0.001
10,1.1590041384765666,0.7012678389511411,0.001
11,1.1576465246468641,0.8205646952939412,0.001
12,1.1575607925314888,0.9951621421745845,0.001
13,1.1588152288465692,None,0.001
14,1.1573537866241486,0.8528049810538216,0.001
15,1.1579344523071946,None,0.001
16,1.1501531207964473,1.035696971511084,0.001
17,1.1446696960404164,0.834584522341925,0.001
18,1.1539683202506104,None,0.001
19,1.1549724001209305,0.9378319254943303,0.001
20,1.150969337090854,None,0.001
21,1.1488092539134729,None,0.001
22,1.1460440817814714,None,0.001
23,1.1442911775200015,0.9564371515834142,0.001
24,1.1245536960601543,1.2193243697522178,0.0005
25,1.127601841656116,None,0.0005
26,1.122844054911004,1.3541750212510426,0.0005
27,1.120377964765684,1.2346659515585219,0.0005
28,1.1235118615112003,None,0.0005
29,1.1203277520308965,1.5212414231565263,0.0005
30,1.1214274968193256,None,0.0005
31,1.1177942401634817,1.0898387200302548,0.0005
32,1.117377687735913,1.3583685277946411,0.0005
33,1.1183607262995607,None,0.0005
34,1.1131747620988994,1.4510390346958524,0.0005
35,1.1154263499586428,None,0.0005
36,1.114809265391719,None,0.0005
37,1.1149113339940475,None,0.0005
38,1.1139880834886922,None,0.0005
39,1.114078455451586,1.5888340908383567,0.0005
40,1.1200891416401175,None,0.0005
41,1.108499570628156,1.2562333794813307,0.00025
42,1.09738399804745,1.3483737830131772,0.00025
43,1.102278562869085,None,0.00025
44,1.1039823927222674,None,0.00025
45,1.0963187498559448,1.0214686232899863,0.00025
46,1.0956253324908607,1.3664642231804984,0.00025
47,1.0948141524833996,1.1288577303999947,0.00025
48,1.092960232610219,1.591476448471584,0.00025
49,1.092231704096082,1.2959068001262726,0.00025
50,1.0918429290432452,1.3733598339179205,0.00025
51,1.0900194724120074,1.4212566174211956,0.00025
52,1.0904795256603057,None,0.00025
53,1.0900613710007598,None,0.00025
54,1.0885131630203209,1.4253318631459797,0.00025
55,1.090708979281338,None,0.00025
56,1.0916712114803677,None,0.00025
57,1.0885360397999224,None,0.00025
58,1.0872704801664488,1.2739490488218883,0.00025
59,1.086227186046898,1.2355844193980807,0.00025
60,1.082471862761523,1.315598848320189,0.00025
61,1.084939558871336,None,0.00025
62,1.0852035799575466,None,0.00025
63,1.0795847446048448,1.1722092732550606,0.00025
64,1.0900009991588206,None,0.00025
65,1.0815027506852222,None,0.00025
66,1.0802009590496546,None,0.00025
67,1.0808778558949348,None,0.00025
68,1.076090162061,1.0458326533673301,0.00025
69,1.077528408059918,1.4870238663658264,0.00025
70,1.0755087193788073,1.249596020532033,0.00025
71,1.080745027612933,None,0.00025
72,1.07472296533541,1.3153805084644803,0.00025
73,1.0719061102867786,1.1587759526002974,0.00025
74,1.0732800755417555,None,0.00025
75,1.0726625053513972,None,0.00025
76,1.0694632706846283,1.343866969857897,0.00025
77,1.0681182501404594,1.3928881259191603,0.00025
78,1.0679765092629612,1.2211905150186448,0.00025
79,1.0710128956255274,1.306147686545811,0.00025
80,1.073529908765416,None,0.00025
81,1.065184532283052,1.3625311345335036,0.00025
82,1.0648579430418286,1.4550450964579507,0.00025
83,1.0636286418105665,1.0833099375641535,0.00025
84,1.0682114238354532,None,0.00025
85,1.0663576898944116,None,0.00025
86,1.0612512454989216,1.5033717349408164,0.00025
87,1.0586202135952136,0.9097083551543099,0.00025
88,1.0609558552594422,None,0.00025
89,1.060256257401374,1.448228021935811,0.00025
90,1.0584930580601728,1.563161055246989,0.00025
91,1.060429750543514,None,0.00025
92,1.062204053070645,None,0.00025
93,1.0620252760651039,None,0.00025
94,1.049120013123901,1.5505019511495317,0.000125
95,1.051002080171648,None,0.000125
96,1.0516597793666436,None,0.000125
97,1.0486977695097517,1.3188406304707603,0.000125
98,1.0502285630989021,None,0.000125
99,1.0497812128489814,1.3325591830034105,0.000125
100,1.0480317329395905,1.3601781792110867,0.000125
101,1.048176281313118,None,0.000125
102,1.0476673269542707,1.282230279748402,0.000125
103,1.0498972693682709,None,0.000125
104,1.0440594821004003,1.5061882157174369,0.000125
105,1.0467990715687345,None,0.000125
106,1.051570923614449,None,0.000125
107,1.0517987647886322,None,0.000125
108,1.046609837061218,None,0.000125
109,1.0472765570781541,1.495097035453433,0.000125
110,1.0427052506402312,1.4273225253536588,0.000125
111,1.0433200266378413,None,0.000125
112,1.0420516186653659,1.436276313331392,0.000125
113,1.0419873192258144,1.289813154273563,0.000125
114,1.0396958454539156,1.2697342733542125,0.000125
115,1.0372369316648862,1.4179236964573936,0.000125
116,1.0442094152721548,None,0.000125
117,1.0440818607873221,None,0.000125
118,1.0415274328176716,None,0.000125
119,1.0430020855450175,1.273853255642785,0.000125
120,1.0397329206082193,None,0.000125
121,1.0429015370593173,None,0.000125
122,1.0360144223820704,1.176136198497954,0.0001
123,1.0344976294681483,1.1806515729616558,0.0001
124,1.0352060106627068,None,0.0001
125,1.0376980020733018,None,0.0001
126,1.0353354972447342,None,0.0001
127,1.0354052555547852,None,0.0001
128,1.0368583336798693,None,0.0001
129,1.0325375315504874,1.4024786069279624,0.0001
130,1.0345097940015673,None,0.0001
131,1.0357783524885704,None,0.0001
132,1.0362073633273774,None,0.0001
133,1.0349853571331973,None,0.0001
134,1.0318915390776742,1.26476684449211,0.0001
