,train_loss,test_loss_mae,learning_rate
0,1.1360583962408388,None,0.001
1,0.9494821516197176,0.9763592224716013,0.001
2,0.86672571679436,0.9567776564614309,0.001
3,0.8021586332261177,0.8864634793061615,0.001
4,0.7501388112832316,0.8607539836911188,0.001
5,0.7021022970094359,0.7613412720569666,0.001
6,0.6749420890654888,0.7515865246605107,0.001
7,0.6480452328646763,0.7881444914579843,0.001
8,0.6286022774786497,0.78361696519413,0.001
9,0.6086694771377702,0.714805392589521,0.001
10,0.5935751586412743,0.7857339782916155,0.001
11,0.5790051807253914,0.75472732028198,0.001
12,0.5719280756024511,0.7009707632948184,0.001
13,0.5620536815244622,0.7856590544644135,0.001
14,0.5480344069324274,0.7098016521054841,0.001
15,0.5497323445968181,None,0.001
16,0.539502483891087,0.6985180863961531,0.001
17,0.5315273412380118,0.675698292578401,0.001
18,0.5310424718675221,0.6926423348791583,0.001
19,0.5235434945891885,0.6938783985380114,0.001
20,0.5175604688517296,0.7047102625969452,0.001
21,0.5171695652055887,0.6387253552393561,0.001
22,0.5134243085975349,0.6290379449039717,0.001
23,0.4997026885966386,0.6465453827013065,0.001
24,0.5104443793068204,None,0.001
25,0.5121430367059101,None,0.001
26,0.5051061522186471,None,0.001
27,0.5006601473418517,None,0.001
28,0.4938430134302011,0.635940766852835,0.001
29,0.48711414510540635,0.6479204890483118,0.001
30,0.49110631609765576,None,0.001
31,0.49109554921068815,None,0.001
32,0.48764666117441485,None,0.001
33,0.48178954695062304,0.5923077221478616,0.001
34,0.48552440364257043,None,0.001
35,0.4796464027889486,0.5755494071690632,0.001
36,0.48152431479342656,None,0.001
37,0.47435498172249446,0.7081871244542315,0.001
38,0.47433442539075976,0.650667955158789,0.001
39,0.4776444205598173,0.6341350005344543,0.001
40,0.4717031236977368,0.579931378364563,0.001
41,0.46997030541954377,0.60016992494755,0.001
42,0.47366767552222416,None,0.001
43,0.4722886066662134,None,0.001
44,0.4672366830918384,0.6696324659806043,0.001
45,0.46837081023723404,None,0.001
46,0.46844287755253444,None,0.001
47,0.46623360762098376,0.5560861990822886,0.001
48,0.4652959825594544,0.6301595757573974,0.001
49,0.4625305774330647,0.6471094397080343,0.001
50,0.4685516612479493,None,0.001
51,0.4690419948504353,None,0.001
52,0.46199605500199525,0.6262660143355867,0.001
53,0.4573054044820629,0.6165500981070069,0.001
54,0.4555826046076894,0.5816864838522038,0.001
55,0.4587144987928101,None,0.001
56,0.46037394634743445,None,0.001
57,0.45421909650079006,0.6462304829875102,0.001
58,0.4521840665412168,0.5454668886044075,0.001
59,0.454874278244742,0.5416993524717248,0.001
60,0.45300676817798324,None,0.001
61,0.45103428391464223,0.6372741850277276,0.001
62,0.4532873416100988,None,0.001
63,0.453685919835591,None,0.001
64,0.44479492766765544,0.6340623153931102,0.001
65,0.4448552672776265,None,0.001
66,0.44816799674136265,None,0.001
67,0.4459410588409332,None,0.001
68,0.4430812628789647,0.5900644181506319,0.001
69,0.4435246938377852,0.552764303029222,0.001
70,0.44048711117414013,0.6059268102303345,0.001
71,0.4435603499858406,None,0.001
72,0.44216392377998825,None,0.001
73,0.4374250898157322,0.5690729742014116,0.001
74,0.43763597992580383,None,0.001
75,0.43620797009826395,0.5377522060611223,0.001
76,0.4330023292354563,0.5806175597674004,0.001
77,0.43399558203919975,None,0.001
78,0.43507555867895226,None,0.001
79,0.4369821318535122,0.6874578182398334,0.001
80,0.42979695320392863,0.5694287134253461,0.001
81,0.4386237868896677,None,0.001
82,0.4305237855728043,None,0.001
83,0.4288968557111263,0.6055432476183117,0.001
84,0.42983102786301836,None,0.001
85,0.42785272851398876,0.5894782869561934,0.001
86,0.43303532725144955,None,0.001
87,0.42626352849885424,0.601767731674377,0.001
88,0.425572289866438,0.590406908655437,0.001
89,0.4214110104395637,0.522548841919325,0.001
90,0.42738346551316647,None,0.001
91,0.4239733802425095,None,0.001
92,0.42596984792225867,None,0.001
93,0.4273727475401091,None,0.001
94,0.42585652080655545,None,0.001
95,0.4179056489682449,0.584269867239317,0.001
96,0.417067840143111,0.5771859256291284,0.001
97,0.4196171987243187,None,0.001
98,0.4195756086663542,None,0.001
99,0.4229063522203647,0.5720872256691228,0.001
100,0.4222043112543561,None,0.001
101,0.4224600733664116,None,0.001
102,0.38021831058880295,0.5185457708404435,0.0005
103,0.3775404555655304,0.5254460271605171,0.0005
104,0.3740104087373506,0.5225257101341396,0.0005
105,0.3704570115007782,0.5468696607083139,0.0005
106,0.3717980696681972,None,0.0005
107,0.367859149715885,0.5249826705298036,0.0005
108,0.36476710812650703,0.4989857828384236,0.0005
109,0.3668400692477675,0.5846647222836813,0.0005
110,0.36902525678494885,None,0.0005
111,0.36474139678847095,0.5263488227718645,0.0005
112,0.3627623700286936,0.5037608024979359,0.0005
113,0.3657495060853916,None,0.0005
114,0.36421321369441584,None,0.0005
115,0.36040206465823277,0.5331564873513293,0.0005
116,0.3630060651084672,None,0.0005
117,0.3640305556861043,None,0.0005
118,0.36306533212870085,None,0.0005
119,0.3596638492766143,0.5360776608141999,0.0005
120,0.3598031309065629,None,0.0005
121,0.3637326343535404,None,0.0005
122,0.34166667840688336,0.5351995098643432,0.00025
123,0.33837931745314187,0.5424308821173982,0.00025
124,0.33566858430716995,0.5238576844644456,0.00025
125,0.3389804012128505,None,0.00025
126,0.3356517661756822,0.5257860702693125,0.00025
127,0.33798498659566,None,0.00025
128,0.33262072235538376,0.5198548628837715,0.00025
129,0.33731770224613383,0.5281848358371833,0.00025
130,0.333349122588872,None,0.00025
131,0.3363384432692951,None,0.00025
132,0.331881857341911,0.552872044152258,0.00025
133,0.33518341221155984,None,0.00025
134,0.33520931065264953,None,0.00025
135,0.3214187781569991,0.5192413494958018,0.000125
136,0.323237591538045,None,0.000125
137,0.3207752357855495,0.5523366000416449,0.000125
138,0.3196507765348166,0.5223296986260201,0.000125
139,0.31650368549595964,0.5228638267772485,0.000125
140,0.3187901655383679,None,0.000125
141,0.3186530901112146,None,0.000125
142,0.3207695020051766,None,0.000125
143,0.31843325967936237,None,0.000125
144,0.31890421373651207,None,0.000125
145,0.31631538829240863,0.5278674415544511,0.000125
146,0.31797792760744586,None,0.0001
147,0.314012115563474,0.5248658933501312,0.0001
148,0.3155311920364387,None,0.0001
149,0.3137366980547323,0.5238281972917582,0.0001
